0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,image_id,score,person
297.30670166015625,99.99681854248047,0.102869801223278,298.5519714355469,98.00438690185547,0.09319038689136501,296.0614013671875,98.2534408569336,0.07887204736471101,302.5368347167969,98.75154876708984,0.194407120347023,293.8199157714844,99.2496566772461,0.084366738796234,306.27264404296875,107.71751403808594,0.188810110092163,293.57086181640625,109.95899963378906,0.30701008439064004,306.770751953125,117.18157958984375,0.012171482667326,292.8236999511719,116.43441772460938,0.012501955032348001,287.3445129394531,118.6759033203125,0.0051420824602240005,293.07275390625,117.18157958984375,0.01608251966536,304.28021240234375,124.15510559082031,0.009169591590762001,296.0614013671875,122.90983581542969,0.0048324484378090005,292.57464599609375,117.43063354492188,0.0019744525197890003,293.3218078613281,111.20426940917969,0.002011755015701,292.8236999511719,117.92874145507812,0.012128950096666001,293.07275390625,116.18536376953125,0.08219543844461401,9,0.597754955291748,0
298.1047058105469,100.63633728027344,0.18064011633396101,299.5169677734375,98.98868560791016,0.1692546159029,296.92779541015625,99.22406005859375,0.183656632900238,302.812255859375,98.75330352783203,0.17338018119335102,294.338623046875,99.9301986694336,0.09415138512849801,306.5783386230469,107.69770812988281,0.21562974154949102,294.338623046875,109.81611633300781,0.34129944443702703,306.1075744628906,117.81900787353516,0.010017637163400001,293.1617431640625,115.46521759033203,0.040912982076406,305.40142822265625,106.52081298828125,0.004350751638412,288.9248962402344,118.525146484375,0.014354282990098001,304.22454833984375,123.23272705078125,0.009887032210826001,297.86932373046875,121.82044982910156,0.004627214279025,292.4555969238281,116.6421127319336,0.0023214677348730004,294.338623046875,114.28832244873047,0.0019061267375940002,296.45703125,97.57640838623047,0.004590084776282,293.3971252441406,115.2298355102539,0.053617678582668006,11,0.631114661693573,0
297.9150695800781,101.16285705566406,0.15872362256050102,298.619384765625,99.0499267578125,0.129762023687362,296.27166748046875,99.28469848632812,0.141153335571289,302.8452453613281,98.81515502929688,0.181443348526954,293.689208984375,100.45854949951172,0.07748207449913,307.3058776855469,107.50166320800781,0.211302146315574,294.15875244140625,110.08413696289062,0.38472315669059703,307.5406494140625,119.24018096923828,0.022149413824081,292.7501220703125,117.83155822753906,0.059687778353691004,306.3667907714844,109.849365234375,0.003908964805305001,290.6371765136719,120.88357543945312,0.027892982587218004,305.8972473144531,123.23127746582031,0.032728265970945004,297.6802978515625,122.05741882324219,0.014816613867878001,306.3667907714844,108.9102783203125,0.0027154854033140004,292.28057861328125,109.37982177734375,0.0013049829285590002,292.9848937988281,116.8924789428711,0.006556024309247,292.9848937988281,116.18816375732422,0.015256577171385002,12,0.7361297607421871,0
296.2176208496094,100.3499755859375,0.093804709613323,297.72760009765625,98.58834838867188,0.087347820401191,294.9593200683594,98.84001159667969,0.062891729176044,302.5091552734375,98.84001159667969,0.17422993481159202,293.19769287109375,99.84664916992188,0.04270427674055,306.2840576171875,107.89979553222656,0.265325367450714,293.4493713378906,109.66142272949219,0.384798347949981,308.0456848144531,116.9595947265625,0.014966407790780002,292.946044921875,115.70128631591797,0.028717445209622,286.15118408203125,116.9595947265625,0.011846301145851001,287.9128112792969,118.2178955078125,0.07254554331302601,304.01910400390625,124.00608825683594,0.022303141653537,295.9659729003906,123.75443267822266,0.014038435183465,306.03240966796875,109.9130859375,0.002018687082454,294.7076721191406,115.70128631591797,0.0017222145106640001,293.19769287109375,117.21125030517578,0.0044651338830590005,293.19769287109375,116.20460510253906,0.06451043486595101,14,0.7395718097686761,0
295.8111572265625,100.5672378540039,0.14914071559906,297.83233642578125,98.79869079589844,0.126491159200668,294.5478820800781,98.79869079589844,0.09257281571626601,302.12738037109375,99.05133819580078,0.252890229225158,293.031982421875,99.55663299560547,0.03075797483325,306.6750793457031,107.89407348632812,0.256397426128387,293.2846374511719,110.42057800292969,0.36503610014915405,308.19097900390625,117.49476623535156,0.014241854660212001,292.5267028808594,115.7262191772461,0.020940640941262002,306.1697692871094,106.88347625732422,0.007975460961461001,286.4631042480469,118.00006103515625,0.009283787570893001,303.89593505859375,123.81100463867188,0.011748601682484,297.07440185546875,123.55835723876953,0.006586566101759001,306.927734375,109.66262817382812,0.0018891481449820001,293.2846374511719,111.43116760253906,0.00178202195093,292.77935791015625,118.25271606445312,0.0045478926040230004,292.77935791015625,115.97886657714844,0.04588145017623901,15,0.6872264146804811,0
185.02371215820312,100.7721176147461,0.266119629144668,186.05108642578125,99.05982971191406,0.272585570812225,183.6538848876953,99.40229034423828,0.254774242639541,188.10581970214844,99.7447509765625,0.35191810131073,181.59915161132812,100.08720397949219,0.24558563530445102,192.21530151367188,106.25141906738281,0.49905678629875105,179.2019500732422,105.90896606445312,0.5296502709388731,193.5851287841797,114.1279296875,0.069941416382789,176.46229553222656,112.75810241699219,0.085707522928714,192.55775451660156,118.2374038696289,0.011817884631454001,182.96897888183594,116.18266296386719,0.005654061213135,188.4482879638672,120.97705078125,0.09350512176752,179.88687133789062,120.97705078125,0.12382672727108,181.59915161132812,100.42965698242188,0.0031297255773090004,177.147216796875,108.64862060546875,0.001130328746512,185.70863342285156,99.05982971191406,0.005223243497312,177.83212280273438,106.59387969970703,0.004192535299807,18,0.9081429839134211,0
184.96163940429688,100.752197265625,0.26532301306724504,185.98666381835938,99.04383087158203,0.27178835868835405,183.59495544433594,99.38550567626953,0.25414958596229503,188.0366973876953,99.72718048095703,0.352056294679641,181.54490661621094,100.06884765625,0.24566656351089403,192.1367645263672,106.21896362304688,0.49940466880798307,179.1531982421875,105.8772964477539,0.529499053955078,193.5034637451172,114.07744598388672,0.070012181997299,176.41981506347656,112.71075439453125,0.086111932992935,192.4784393310547,118.17752075195312,0.011842384003102,182.91160583496094,116.12748718261719,0.005726507399231,188.3783721923828,120.91090393066406,0.09362973272800401,179.8365478515625,120.91090393066406,0.12385044991970001,181.54490661621094,100.4105224609375,0.0031496246811000004,177.10316467285156,108.61067962646484,0.001134202233515,185.64498901367188,99.04383087158203,0.005207307636737,177.78651428222656,106.56063842773438,0.0042075011879200005,19,0.9075714349746701,0
184.8141632080078,100.7340087890625,0.27801555395126304,185.8321075439453,99.03744506835938,0.284214466810226,183.45692443847656,99.37676239013672,0.267773061990737,187.86798095703125,99.71607208251953,0.36208713054656905,181.42103576660156,100.05538940429688,0.25545206665992704,192.279052734375,106.16301727294922,0.522113561630249,179.0458526611328,106.16301727294922,0.543808817863464,193.6363067626953,113.96720886230469,0.08265247941017101,176.3313446044922,112.60995483398438,0.086365394294261,192.279052734375,118.0389633178711,0.011933323927223,182.77828979492188,116.00308227539062,0.0066921813413500005,188.20730590820312,120.75346374511719,0.09681232273578601,179.72447204589844,120.75346374511719,0.13109691441059101,181.42103576660156,100.39469909667969,0.0032813446596260004,177.00997924804688,108.5382080078125,0.001104588736779,185.4927978515625,99.03744506835938,0.005021117161959,177.6885986328125,106.50233459472656,0.004294323269277,20,0.9393097162246701,0
184.85264587402344,100.88113403320312,0.268161445856094,185.87347412109375,99.17975616455078,0.27815303206443703,183.4915313720703,99.52003479003906,0.255783975124359,187.91513061523438,99.86030578613281,0.36757904291152904,181.4498748779297,100.2005844116211,0.24637570977210901,192.33871459960938,106.32554626464844,0.539625167846679,179.0679473876953,105.98527526855469,0.559047996997833,193.69981384277344,114.15190124511719,0.078689098358154,176.00546264648438,112.7907943725586,0.1097272336483,192.33871459960938,118.23521423339844,0.01265768148005,179.74850463867188,116.53382873535156,0.008226988837122001,188.25540161132812,120.9574203491211,0.10795197635889,179.74850463867188,120.9574203491211,0.14263589680194802,181.4498748779297,100.54086303710938,0.003046443220227,177.0262908935547,108.36720275878906,0.001187186571769,185.53318786621094,99.17975616455078,0.005104401148855,177.70684814453125,106.66582489013672,0.004331872798502,21,0.9377385377883911,0
184.88694763183594,100.84175872802734,0.26348111033439603,185.90597534179688,99.48303985595703,0.275903731584548,183.52822875976562,99.48303985595703,0.25342664122581404,187.94406127929688,99.82272338867188,0.37516263127326904,181.49014282226562,100.16239929199219,0.255166679620742,192.35987854003906,106.27662658691406,0.538485169410705,179.1123809814453,105.93695068359375,0.558468520641326,193.71861267089844,114.08926391601562,0.075921766459941,175.71559143066406,112.73054504394531,0.108608439564704,192.35987854003906,118.16541290283203,0.011686624959111,179.791748046875,116.46701049804688,0.00859335809946,188.2837371826172,120.88284301757812,0.103736847639083,179.791748046875,120.88284301757812,0.136473193764686,181.49014282226562,100.5020751953125,0.003196543781086,177.07431030273438,108.31470489501953,0.0011821041116490002,185.56629943847656,99.14335632324219,0.005328421480953,177.75367736816406,106.6163101196289,0.004269386641681,22,0.943639039993286,0
